Forecasted Total Load,Forecasted Zonal Load,Data Sin,Data Cos,Hour Sin,Hour Cos,Week Sin,Week Cos,Zonal Price
15187.0,5091.0,0.0,1.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,43.17
14464.0,4918.0,0.0,1.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,36.24
13940.0,4763.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,34.64
13609.0,4660.0,0.0,1.0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,33.76
13391.0,4599.0,0.0,1.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,33.08
13068.0,4497.0,0.0,1.0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,32.37
13060.0,4378.0,0.0,1.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,34.66
13570.0,4330.0,0.0,1.0,0.9659258262890683,-0.25881904510252085,-0.7818314824680299,0.6234898018587334,38.97
14099.0,4423.0,0.0,1.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,42.9
14662.0,4604.0,0.0,1.0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,45.29
15135.0,4791.0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,46.57
15423.0,4923.0,0.0,1.0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,46.45
15419.0,4965.0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,45.01
15362.0,4967.0,0.0,1.0,-0.25881904510252035,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,42.51
15273.0,4954.0,0.0,1.0,-0.5000000000000001,-0.8660254037844386,-0.7818314824680299,0.6234898018587334,41.13
15299.0,4959.0,0.0,1.0,-0.7071067811865475,-0.7071067811865477,-0.7818314824680299,0.6234898018587334,43.5
15880.0,5062.0,0.0,1.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,55.36
17122.0,5329.0,0.0,1.0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,62.73
17164.0,5396.0,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,58.08
16832.0,5329.0,0.0,1.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,55.43
16506.0,5245.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,49.33
16171.0,5171.0,0.0,1.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,44.32
15626.0,5091.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,42.19
14887.0,4940.0,0.0,1.0,-0.2588190451025207,0.9659258262890683,-0.7818314824680299,0.6234898018587334,39.23
13565.0,4514.0,0.01716632975470737,0.9998526477050269,0.0,1.0,0.0,1.0,42.48
13235.0,4448.0,0.01716632975470737,0.9998526477050269,0.25881904510252074,0.9659258262890683,0.0,1.0,36.94
13056.0,4396.0,0.01716632975470737,0.9998526477050269,0.49999999999999994,0.8660254037844387,0.0,1.0,33.81
12954.0,4375.0,0.01716632975470737,0.9998526477050269,0.7071067811865475,0.7071067811865476,0.0,1.0,32.54
12817.0,4330.0,0.01716632975470737,0.9998526477050269,0.8660254037844386,0.5000000000000001,0.0,1.0,31.16
12609.0,4223.0,0.01716632975470737,0.9998526477050269,0.9659258262890683,0.25881904510252074,0.0,1.0,30.67
12829.0,4190.0,0.01716632975470737,0.9998526477050269,1.0,6.123233995736766e-17,0.0,1.0,36.07
13499.0,4276.0,0.01716632975470737,0.9998526477050269,0.9659258262890683,-0.25881904510252085,0.0,1.0,35.19
14179.0,4452.0,0.01716632975470737,0.9998526477050269,0.8660254037844387,-0.4999999999999998,0.0,1.0,35.9
14886.0,4709.0,0.01716632975470737,0.9998526477050269,0.7071067811865476,-0.7071067811865475,0.0,1.0,39.44
15422.0,4928.0,0.01716632975470737,0.9998526477050269,0.49999999999999994,-0.8660254037844387,0.0,1.0,39.97
15716.0,5079.0,0.01716632975470737,0.9998526477050269,0.258819045102521,-0.9659258262890682,0.0,1.0,40.54
15751.0,5151.0,0.01716632975470737,0.9998526477050269,1.2246467991473532e-16,-1.0,0.0,1.0,40.39
15695.0,5163.0,0.01716632975470737,0.9998526477050269,-0.25881904510252035,-0.9659258262890684,0.0,1.0,39.86
15629.0,5171.0,0.01716632975470737,0.9998526477050269,-0.5000000000000001,-0.8660254037844386,0.0,1.0,39.39
15714.0,5180.0,0.01716632975470737,0.9998526477050269,-0.7071067811865475,-0.7071067811865477,0.0,1.0,41.1
16452.0,5320.0,0.01716632975470737,0.9998526477050269,-0.8660254037844384,-0.5000000000000004,0.0,1.0,53.75
18125.0,5694.0,0.01716632975470737,0.9998526477050269,-0.9659258262890683,-0.25881904510252063,0.0,1.0,68.77
18455.0,5806.0,0.01716632975470737,0.9998526477050269,-1.0,-1.8369701987210297e-16,0.0,1.0,66.65
18311.0,5795.0,0.01716632975470737,0.9998526477050269,-0.9659258262890684,0.2588190451025203,0.0,1.0,62.84
18040.0,5755.0,0.01716632975470737,0.9998526477050269,-0.8660254037844386,0.5000000000000001,0.0,1.0,56.55
17485.0,5662.0,0.01716632975470737,0.9998526477050269,-0.7071067811865477,0.7071067811865474,0.0,1.0,47.56
16596.0,5486.0,0.01716632975470737,0.9998526477050269,-0.5000000000000004,0.8660254037844384,0.0,1.0,40.47
15599.0,5231.0,0.01716632975470737,0.9998526477050269,-0.2588190451025207,0.9659258262890683,0.0,1.0,40.33
14952.0,4977.0,0.034327600513243496,0.9994106342455052,0.0,1.0,0.7818314824680298,0.6234898018587336,39.7
14384.0,4774.0,0.034327600513243496,0.9994106342455052,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,36.75
14131.0,4654.0,0.034327600513243496,0.9994106342455052,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,33.87
14065.0,4598.0,0.034327600513243496,0.9994106342455052,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,33.79
14241.0,4600.0,0.034327600513243496,0.9994106342455052,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,34.28
15043.0,4757.0,0.034327600513243496,0.9994106342455052,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,40.5
16710.0,5180.0,0.034327600513243496,0.9994106342455052,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,49.9
18138.0,5661.0,0.034327600513243496,0.9994106342455052,0.9659258262890683,-0.25881904510252085,0.7818314824680298,0.6234898018587336,55.53
18637.0,5969.0,0.034327600513243496,0.9994106342455052,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,54.03
19009.0,6227.0,0.034327600513243496,0.9994106342455052,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,55.44
19236.0,6372.0,0.034327600513243496,0.9994106342455052,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,58.89
19259.0,6443.0,0.034327600513243496,0.9994106342455052,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,58.53
19128.0,6457.0,0.034327600513243496,0.9994106342455052,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,54.75
19019.0,6448.0,0.034327600513243496,0.9994106342455052,-0.25881904510252035,-0.9659258262890684,0.7818314824680298,0.6234898018587336,51.65
18871.0,6443.0,0.034327600513243496,0.9994106342455052,-0.5000000000000001,-0.8660254037844386,0.7818314824680298,0.6234898018587336,51.11
18877.0,6445.0,0.034327600513243496,0.9994106342455052,-0.7071067811865475,-0.7071067811865477,0.7818314824680298,0.6234898018587336,51.46
19580.0,6587.0,0.034327600513243496,0.9994106342455052,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,61.69
21283.0,6867.0,0.034327600513243496,0.9994106342455052,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,76.0
21502.0,6828.0,0.034327600513243496,0.9994106342455052,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,68.47
21092.0,6680.0,0.034327600513243496,0.9994106342455052,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,78.12
20523.0,6506.0,0.034327600513243496,0.9994106342455052,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,62.25
19512.0,6260.0,0.034327600513243496,0.9994106342455052,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,51.06
18044.0,5927.0,0.034327600513243496,0.9994106342455052,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,46.4
16495.0,5487.0,0.034327600513243496,0.9994106342455052,-0.2588190451025207,0.9659258262890683,0.7818314824680298,0.6234898018587336,45.98
15621.0,5113.0,0.05147875477034654,0.9986740898848305,0.0,1.0,0.9749279121818236,-0.22252093395631434,41.3
14947.0,4862.0,0.05147875477034654,0.9986740898848305,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,38.79
14613.0,4715.0,0.05147875477034654,0.9986740898848305,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,37.83
14478.0,4639.0,0.05147875477034654,0.9986740898848305,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,36.53
14611.0,4626.0,0.05147875477034654,0.9986740898848305,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,36.79
15430.0,4798.0,0.05147875477034654,0.9986740898848305,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,41.48
17068.0,5233.0,0.05147875477034654,0.9986740898848305,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,50.09
18363.0,5705.0,0.05147875477034654,0.9986740898848305,0.9659258262890683,-0.25881904510252085,0.9749279121818236,-0.22252093395631434,54.54
18759.0,5994.0,0.05147875477034654,0.9986740898848305,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,52.81
19047.0,6228.0,0.05147875477034654,0.9986740898848305,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,55.22
19248.0,6367.0,0.05147875477034654,0.9986740898848305,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,58.05
19243.0,6428.0,0.05147875477034654,0.9986740898848305,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,54.95
19089.0,6430.0,0.05147875477034654,0.9986740898848305,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,54.79
18979.0,6420.0,0.05147875477034654,0.9986740898848305,-0.25881904510252035,-0.9659258262890684,0.9749279121818236,-0.22252093395631434,53.17
18834.0,6411.0,0.05147875477034654,0.9986740898848305,-0.5000000000000001,-0.8660254037844386,0.9749279121818236,-0.22252093395631434,53.14
18865.0,6421.0,0.05147875477034654,0.9986740898848305,-0.7071067811865475,-0.7071067811865477,0.9749279121818236,-0.22252093395631434,52.51
19558.0,6563.0,0.05147875477034654,0.9986740898848305,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,55.35
21230.0,6848.0,0.05147875477034654,0.9986740898848305,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,69.7
21386.0,6801.0,0.05147875477034654,0.9986740898848305,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,66.17
20965.0,6647.0,0.05147875477034654,0.9986740898848305,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,61.28
20378.0,6461.0,0.05147875477034654,0.9986740898848305,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,62.35
19350.0,6203.0,0.05147875477034654,0.9986740898848305,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,53.09
17891.0,5867.0,0.05147875477034654,0.9986740898848305,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,45.42
16315.0,5414.0,0.05147875477034654,0.9986740898848305,-0.2588190451025207,0.9659258262890683,0.9749279121818236,-0.22252093395631434,44.76
15516.0,5057.0,0.06861473800213404,0.9976432316860063,0.0,1.0,0.43388373911755823,-0.900968867902419,40.14
14900.0,4835.0,0.06861473800213404,0.9976432316860063,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,39.33
14588.0,4703.0,0.06861473800213404,0.9976432316860063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,37.25
14435.0,4625.0,0.06861473800213404,0.9976432316860063,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,36.42
14543.0,4605.0,0.06861473800213404,0.9976432316860063,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,36.4
15318.0,4769.0,0.06861473800213404,0.9976432316860063,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,39.44
16863.0,5199.0,0.06861473800213404,0.9976432316860063,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,50.33
18087.0,5653.0,0.06861473800213404,0.9976432316860063,0.9659258262890683,-0.25881904510252085,0.43388373911755823,-0.900968867902419,62.07
18530.0,5938.0,0.06861473800213404,0.9976432316860063,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,62.12
18908.0,6181.0,0.06861473800213404,0.9976432316860063,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,62.74
19193.0,6332.0,0.06861473800213404,0.9976432316860063,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,63.0
19263.0,6406.0,0.06861473800213404,0.9976432316860063,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,61.27
19183.0,6424.0,0.06861473800213404,0.9976432316860063,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,60.38
19102.0,6418.0,0.06861473800213404,0.9976432316860063,-0.25881904510252035,-0.9659258262890684,0.43388373911755823,-0.900968867902419,56.47
19001.0,6423.0,0.06861473800213404,0.9976432316860063,-0.5000000000000001,-0.8660254037844386,0.43388373911755823,-0.900968867902419,59.39
19046.0,6435.0,0.06861473800213404,0.9976432316860063,-0.7071067811865475,-0.7071067811865477,0.43388373911755823,-0.900968867902419,58.9
19729.0,6575.0,0.06861473800213404,0.9976432316860063,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,64.19
21388.0,6858.0,0.06861473800213404,0.9976432316860063,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,86.52
21590.0,6819.0,0.06861473800213404,0.9976432316860063,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,80.22
21207.0,6671.0,0.06861473800213404,0.9976432316860063,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,68.11
20662.0,6497.0,0.06861473800213404,0.9976432316860063,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,64.2
19710.0,6270.0,0.06861473800213404,0.9976432316860063,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,62.65
18315.0,5955.0,0.06861473800213404,0.9976432316860063,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,50.02
16789.0,5524.0,0.06861473800213404,0.9976432316860063,-0.2588190451025207,0.9659258262890683,0.43388373911755823,-0.900968867902419,47.94
15878.0,5159.0,0.08573050015569435,0.9963183634476755,0.0,1.0,-0.433883739117558,-0.9009688679024191,43.84
15178.0,4897.0,0.08573050015569435,0.9963183634476755,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,40.57
14819.0,4745.0,0.08573050015569435,0.9963183634476755,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,39.75
14663.0,4660.0,0.08573050015569435,0.9963183634476755,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,38.67
14817.0,4647.0,0.08573050015569435,0.9963183634476755,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,37.67
15676.0,4836.0,0.08573050015569435,0.9963183634476755,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,41.14
17367.0,5308.0,0.08573050015569435,0.9963183634476755,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,50.32
18699.0,5817.0,0.08573050015569435,0.9963183634476755,0.9659258262890683,-0.25881904510252085,-0.433883739117558,-0.9009688679024191,62.0
19109.0,6124.0,0.08573050015569435,0.9963183634476755,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,62.01
